fips,geoname,gdp_per_capita_current,gdp_per_capita_baseline,growth_pct,baseline_start_year,baseline_end_year,population
05065,"Izard, AR",20585.473374851306,20250.37226968691,1.6547898512760284,2021,2023,14291.0
05067,"Jackson, AR",50470.88106519522,46126.11786736126,9.419312525557899,2021,2023,16673.0
05069,"Jefferson, AR",41859.96984545797,44965.919772302084,-6.9073421439436515,2021,2023,63672.0
05071,"Johnson, AR",27941.922665443984,27618.70050058382,1.1703018570817125,2021,2023,26172.0
05073,"Lafayette, AR",28584.70490440565,23017.12107803335,24.18888012752294,2021,2023,6015.0
05075,"Lawrence, AR",25771.665133394665,26967.52887367243,-4.434457995316176,2021,2023,16305.0
05077,"Lee, AR",22874.5064165844,21747.36245476879,5.182899600629276,2021,2023,8104.0
05079,"Lincoln, AR",22300.27976375505,19875.29527376044,12.20099855923198,2021,2023,12868.0
05081,"Little River, AR",46762.773094787546,42733.59394147903,9.428598864926329,2021,2023,11626.0
05083,"Logan, AR",26408.398191732304,23167.58598386872,13.98856233929644,2021,2023,21457.0
05085,"Lonoke, AR",20611.514746887642,19851.710605612374,3.8273988391733793,2021,2023,76389.0
05087,"Madison, AR",31107.41673663588,26199.614348810737,18.732345913511207,2021,2023,17865.0
05089,"Marion, AR",35652.24805320298,36795.20638720759,-3.106269664523409,2021,2023,17593.0
05091,"Miller, AR",31786.83445350112,31217.40144928575,1.8240884179307582,2021,2023,41958.0
05093,"Mississippi, AR",98073.86796167475,88341.14193778718,11.01720649110658,2021,2023,38095.0
05095,"Monroe, AR",30747.466874512862,30390.427701326204,1.1748408962703571,2021,2023,6415.0
05097,"Montgomery, AR",18756.05170387779,17370.439734069707,7.9768387618328385,2021,2023,8510.0
05099,"Nevada, AR",29265.617191404297,28003.181519225604,4.508186583413631,2021,2023,8004.0
05101,"Newton, AR",14952.319954454882,14313.18358311119,4.465368362198885,2021,2023,7026.0
05103,"Ouachita, AR",30893.792658181148,29523.02485796801,4.643046594336964,2021,2023,21684.0
05105,"Perry, AR",20249.731733489414,17906.57183591474,13.085474534411222,2021,2023,10251.0
05107,"Phillips, AR",34259.39567560194,35019.70321300814,-2.1710850397035464,2021,2023,14661.0
05109,"Pike, AR",29874.439014660416,26662.107847119976,12.048301604508872,2021,2023,10027.0
05111,"Poinsett, AR",29910.717488789236,27913.413108249133,7.155357077955649,2021,2023,22300.0
05113,"Polk, AR",33688.175362766284,30149.203522071348,11.738193475340598,2021,2023,19434.0
05115,"Pope, AR",49103.672739051966,46417.23617406487,5.7875840666448575,2021,2023,64829.0
05117,"Prairie, AR",25074.228103339636,25140.11187234114,-0.262066331828803,2021,2023,7935.0
05119,"Pulaski, AR",81095.33933685436,77460.10850931327,4.69303606398126,2021,2023,401209.0
05121,"Randolph, AR",29653.623949579833,27943.742309813784,6.119014485635099,2021,2023,19040.0
05123,"St. Francis, AR",32735.221336266153,32027.00601598048,2.2113066701654693,2021,2023,21822.0
05125,"Saline, AR",23556.86008594155,23380.47957753358,0.7543921749896487,2021,2023,131252.0
05127,"Scott, AR",40203.31401850157,35418.8010247197,13.508399085679489,2021,2023,9837.0
05129,"Searcy, AR",24530.8831036243,23876.31295159523,2.741504324206523,2021,2023,7836.0
05131,"Sebastian, AR",56576.54477640635,54840.961753413234,3.1647567210746352,2021,2023,130035.0
05133,"Sevier, AR",37891.89704480457,32923.31906866773,15.091364165848354,2021,2023,15735.0
05135,"Sharp, AR",24667.512410369553,21731.99933502592,13.507791115253731,2021,2023,18130.0
05137,"Stone, AR",22115.91709034024,20620.130960667575,7.2540088737838015,2021,2023,12785.0
05139,"Union, AR",70132.1065715521,68335.76625674184,2.628697113106604,2021,2023,37008.0
05141,"Van Buren, AR",22521.91679049034,23259.01664669352,-3.169092947478347,2021,2023,16152.0
05143,"Washington, AR",53065.16544946353,51712.42418472532,2.6158921885115927,2021,2023,266184.0
05145,"White, AR",32085.44587879784,30776.730960536792,4.252286962962826,2021,2023,79091.0
05147,"Woodruff, AR",46316.976584022035,43963.295859787526,5.353740383207661,2021,2023,5808.0
05149,"Yell, AR",34831.727426244164,31835.471595371244,9.411689793558974,2021,2023,20134.0
06001,"Alameda, CA",90399.08493323468,89914.80283426371,0.5386010798062113,2021,2023,1649060.0
06003,"Alpine, CA",105127.38853503185,91391.1122103879,15.030210260514387,2021,2023,1099.0
06005,"Amador, CA",39237.78137343549,38890.332921852474,0.8934057013119334,2021,2023,42026.0
06007,"Butte, CA",47886.926761834366,44154.306939095746,8.453580367340408,2021,2023,208334.0
06009,"Calaveras, CA",34377.65831631007,30521.79047258466,12.63316399209553,2021,2023,46505.0
06011,"Colusa, CA",70439.38570263659,69735.09667819126,1.0099491618910772,2021,2023,22074.0
06013,"Contra Costa, CA",65540.66196091274,65651.50858221228,-0.1688409355601217,2021,2023,1172607.0
06015,"Del Norte, CA",31368.87704098634,30323.225567524147,3.4483517300417876,2021,2023,27009.0
06017,"El Dorado, CA",46693.92655440482,43853.38722819377,6.477354443409644,2021,2023,192823.0
06019,"Fresno, CA",48713.04674722324,45897.408484183215,6.13463451647891,2021,2023,1024125.0
06021,"Glenn, CA",39488.83550028264,38456.328738533884,2.684881255225413,2021,2023,28304.0
06023,"Humboldt, CA",44229.58906179181,41671.57055652756,6.138521949381048,2021,2023,132380.0
06025,"Imperial, CA",55107.64676102221,51050.23503859745,7.947880591258949,2021,2023,181724.0
06027,"Inyo, CA",65715.7695428726,60852.805863315756,7.991354894102609,2021,2023,18485.0
06029,"Kern, CA",53930.93658844329,50381.12989328725,7.045905287703791,2021,2023,922529.0
